user_id,name,email_address,username,date_of_birth,gender,location,membership_start_date,membership_end_date,subscription_plan,payment_information,renewal_status,usage_frequency,purchase_history,favorite_genres,devices_used,engagement_metrics,feedbackratings,customer_support_interactions
1288,John Bauer,amandamartin@example.com,amandamartin,7/27/1998,Male,Adrianborough,3/5/2024,3/5/2025,Monthly,Amex,Manual,Regular,Books,Sci-Fi,Smart TV,High,3.3,8
1289,Sean Davis,clayjamie@example.org,clayjamie,12/8/1949,Male,Howardmouth,2/16/2024,2/15/2025,Annual,Mastercard,Auto-renew,Frequent,Books,Romance,Tablet,Low,3.8,10
1290,Maria Walsh,abigailconrad@example.com,abigailconrad,6/3/1978,Male,Powellton,2/26/2024,2/25/2025,Annual,Mastercard,Auto-renew,Frequent,Books,Romance,Smartphone,Medium,3,4
1291,Damon Walker,brian46@example.org,brian46,9/22/1987,Male,Craigville,3/24/2024,3/24/2025,Annual,Visa,Auto-renew,Frequent,Books,Horror,Tablet,High,3.2,6
1292,Timothy Thompson,austin23@example.com,austin23,3/22/1959,Female,Lake Samanthashire,1/8/2024,1/7/2025,Annual,Visa,Manual,Regular,Books,Drama,Tablet,High,3.9,8
1293,Tyler Morgan,garymeyers@example.org,garymeyers,12/29/1989,Male,East Nathan,3/15/2024,3/15/2025,Monthly,Amex,Manual,Regular,Electronics,Drama,Smart TV,Medium,3.1,9
1294,David Davis,zpruitt@example.org,zpruitt,8/14/1995,Female,North Megan,2/17/2024,2/16/2025,Annual,Amex,Auto-renew,Occasional,Clothing,Romance,Tablet,Medium,4.3,0
1295,Cindy Decker,cohenpaul@example.net,cohenpaul,2/3/1976,Male,South Michelle,1/4/2024,1/3/2025,Annual,Amex,Manual,Frequent,Books,Romance,Smart TV,High,4.2,7
1296,Robert Wise,thomasthompson@example.net,thomasthompson,2/18/1977,Male,New Katie,2/8/2024,2/7/2025,Annual,Visa,Manual,Regular,Clothing,Romance,Smartphone,High,3.4,2
1297,Antonio Williams,hancockjesus@example.com,hancockjesus,8/10/1960,Female,East Kristinmouth,2/18/2024,2/17/2025,Monthly,Visa,Auto-renew,Frequent,Electronics,Drama,Tablet,Medium,3.9,2
1298,Dominique Lucas,umclaughlin@example.net,umclaughlin,4/9/2003,Male,Smithchester,2/6/2024,2/5/2025,Annual,Amex,Auto-renew,Frequent,Books,Sci-Fi,Smartphone,Medium,4.1,3
1299,Megan Frank,ewilson@example.com,ewilson,4/30/1969,Female,New Kimberlymouth,2/12/2024,2/11/2025,Annual,Amex,Manual,Frequent,Books,Comedy,Tablet,High,4.5,0
1300,Troy Ramirez,kristy17@example.org,kristy17,7/16/1976,Male,Timothyfurt,1/13/2024,1/12/2025,Monthly,Visa,Manual,Frequent,Books,Documentary,Smart TV,Low,3.7,6
1301,Casey Perkins,cedwards@example.net,cedwards,4/25/1975,Male,Natalieburgh,3/11/2024,3/11/2025,Annual,Mastercard,Manual,Frequent,Books,Horror,Smartphone,Low,4.9,1
1302,Ashley Moody,daniel24@example.net,daniel24,1/25/1967,Female,Sherihaven,4/7/2024,4/7/2025,Monthly,Amex,Auto-renew,Occasional,Electronics,Action,Smart TV,Low,4.4,5
1303,Jennifer Coleman,thomasedward@example.net,thomasedward,12/8/1969,Female,East Tylerport,1/3/2024,1/2/2025,Monthly,Visa,Manual,Occasional,Clothing,Sci-Fi,Tablet,Low,3.2,2
1304,Ryan Santiago,gtaylor@example.net,gtaylor,3/30/1982,Male,East Amandafort,2/19/2024,2/18/2025,Monthly,Amex,Manual,Frequent,Electronics,Drama,Smart TV,Medium,4.2,9
1305,Craig Peters,williamsbenjamin@example.net,williamsbenjamin,9/26/1946,Female,Lake Kim,3/6/2024,3/6/2025,Monthly,Amex,Auto-renew,Regular,Books,Drama,Smartphone,Medium,3.5,1
1306,Sherri Banks,smithphillip@example.com,smithphillip,8/13/2002,Female,Melissaside,4/12/2024,4/12/2025,Monthly,Visa,Manual,Regular,Books,Action,Smart TV,High,4.3,7
1307,Monica Gomez,harringtonnicholas@example.org,harringtonnicholas,4/11/1959,Male,Mcguireport,2/22/2024,2/21/2025,Monthly,Visa,Auto-renew,Occasional,Clothing,Drama,Smartphone,High,4.8,9
1308,Cory Moreno,paul69@example.com,paul69,5/16/1995,Male,Lake Nancyland,3/19/2024,3/19/2025,Annual,Visa,Auto-renew,Frequent,Electronics,Drama,Smartphone,Medium,3.9,10
1309,Alejandro Rojas,warren18@example.net,warren18,2/8/1999,Female,Johnsonfort,2/4/2024,2/3/2025,Annual,Visa,Auto-renew,Regular,Books,Comedy,Smartphone,Low,4.5,2
1310,Richard Rowe,victoriaowens@example.com,victoriaowens,11/30/1975,Female,Hardinmouth,3/7/2024,3/7/2025,Annual,Amex,Manual,Frequent,Books,Action,Tablet,Low,4.3,10
1311,Erica Weaver,alvarezkelly@example.net,alvarezkelly,8/10/1942,Female,Ashleyland,1/17/2024,1/16/2025,Monthly,Amex,Manual,Occasional,Clothing,Romance,Tablet,Medium,3.9,10
1312,David Parks,ruth36@example.net,ruth36,10/15/1997,Male,Lake Tylerville,4/9/2024,4/9/2025,Monthly,Visa,Manual,Occasional,Books,Drama,Smartphone,Medium,4.7,4
1313,Donald Reynolds,miranda01@example.com,miranda01,8/20/2002,Male,Jamesville,4/2/2024,4/2/2025,Monthly,Amex,Manual,Occasional,Clothing,Action,Smart TV,High,4.8,8
1314,Tammy Santos DVM,mcculloughanthony@example.org,mcculloughanthony,10/25/1951,Male,Fieldsbury,2/5/2024,2/4/2025,Annual,Mastercard,Manual,Frequent,Clothing,Romance,Tablet,High,4.6,2
1315,Douglas Frank,joshua34@example.net,joshua34,1/31/1978,Male,Port Christianview,1/9/2024,1/8/2025,Annual,Mastercard,Auto-renew,Regular,Clothing,Horror,Smart TV,High,3.7,9
1316,Juan Duran,murillomisty@example.org,murillomisty,9/10/1949,Female,Erikberg,3/8/2024,3/8/2025,Monthly,Visa,Auto-renew,Frequent,Clothing,Sci-Fi,Smartphone,Low,4.9,2
1317,Mrs. Maria Holland MD,emma23@example.com,emma23,12/18/2001,Female,North Eric,3/1/2024,3/1/2025,Monthly,Visa,Manual,Frequent,Books,Action,Tablet,Medium,3.9,1
1318,Rachael Miles DDS,michelle53@example.org,michelle53,3/24/1998,Female,Greenechester,2/18/2024,2/17/2025,Monthly,Mastercard,Manual,Occasional,Books,Drama,Smartphone,High,4.6,7
1319,Jeffrey Chambers,ocastillo@example.net,ocastillo,3/8/1935,Female,Jerryfurt,3/9/2024,3/9/2025,Monthly,Mastercard,Auto-renew,Occasional,Electronics,Romance,Smart TV,High,3.4,10
1320,Sheena Gaines,danahaynes@example.org,danahaynes,9/10/2004,Female,West Victoria,1/8/2024,1/7/2025,Monthly,Visa,Manual,Regular,Books,Sci-Fi,Smart TV,Medium,4,2
1321,Patrick Macdonald,riosmarie@example.com,riosmarie,1/22/1953,Female,North Andrew,3/6/2024,3/6/2025,Annual,Amex,Auto-renew,Occasional,Books,Documentary,Smart TV,High,4.2,7
1322,Elizabeth Wheeler,donaldmccullough@example.org,donaldmccullough,6/21/1941,Female,South Victorburgh,4/1/2024,4/1/2025,Annual,Visa,Auto-renew,Frequent,Electronics,Documentary,Tablet,High,3.6,3
1323,Joshua Williams,sherylgray@example.org,sherylgray,12/30/1977,Female,West Paulland,3/7/2024,3/7/2025,Annual,Amex,Manual,Frequent,Books,Romance,Tablet,High,4.3,1
1324,Kenneth Adkins,lewiswilliam@example.com,lewiswilliam,7/20/1954,Male,Deleonville,1/23/2024,1/22/2025,Monthly,Amex,Manual,Occasional,Electronics,Romance,Smartphone,Low,4.3,0
1325,Elizabeth Johnson,nwilson@example.com,nwilson,2/16/1997,Female,Lake Melissashire,3/26/2024,3/26/2025,Monthly,Mastercard,Manual,Occasional,Clothing,Romance,Smartphone,Medium,4.4,3
1326,William Mckee,ysanders@example.org,ysanders,1/5/1965,Male,Lake Stevenland,1/15/2024,1/14/2025,Monthly,Mastercard,Manual,Regular,Books,Drama,Smart TV,Medium,5,3
1327,Brittany Rowe,leachderek@example.com,leachderek,12/18/1961,Female,Gallagherborough,1/5/2024,1/4/2025,Monthly,Visa,Manual,Regular,Books,Action,Smartphone,Low,4.5,9
1328,Emily Howard,christopherbridges@example.net,christopherbridges,7/30/1967,Female,Walkerton,2/9/2024,2/8/2025,Monthly,Visa,Manual,Regular,Electronics,Documentary,Smart TV,High,4.9,0
1329,Christopher Mckay,jay38@example.org,jay38,8/25/1940,Female,West Lisa,3/4/2024,3/4/2025,Annual,Mastercard,Manual,Frequent,Clothing,Sci-Fi,Tablet,Low,3.3,1
1330,Katherine Mckenzie,rreed@example.net,rreed,12/30/1937,Male,South Kellyville,3/8/2024,3/8/2025,Annual,Amex,Manual,Regular,Electronics,Action,Smart TV,Low,4.4,2
1331,Vanessa Fletcher,aaronwelch@example.org,aaronwelch,1/2/1987,Female,East Robertshire,2/23/2024,2/22/2025,Annual,Amex,Manual,Frequent,Electronics,Romance,Smartphone,Low,3.5,7
1332,James Strickland,sonya57@example.org,sonya57,5/22/1949,Female,Lake Williamville,1/5/2024,1/4/2025,Annual,Amex,Auto-renew,Frequent,Electronics,Drama,Smartphone,Low,3.8,5
1333,Corey Thomas,melissamason@example.org,melissamason,12/2/2003,Male,East Darlenebury,1/22/2024,1/21/2025,Monthly,Mastercard,Manual,Frequent,Electronics,Sci-Fi,Smartphone,Medium,4,8
1334,Phillip Wilson,sanchezlinda@example.com,sanchezlinda,9/3/1980,Male,Hartmouth,3/2/2024,3/2/2025,Monthly,Visa,Manual,Regular,Clothing,Romance,Smart TV,High,4.1,4
1335,Jason Thompson,wwhitaker@example.org,wwhitaker,7/1/2004,Male,East Johnville,2/13/2024,2/12/2025,Monthly,Visa,Manual,Regular,Books,Documentary,Smart TV,Medium,3.8,3
1336,Lindsay Clarke DVM,tina28@example.org,tina28,8/23/1942,Male,Terrihaven,4/8/2024,4/8/2025,Annual,Amex,Manual,Regular,Books,Drama,Smartphone,Low,4.8,8
1337,Tyler Hester,robert74@example.com,robert74,8/12/1934,Female,West Sergio,4/13/2024,4/13/2025,Annual,Visa,Auto-renew,Regular,Clothing,Drama,Smartphone,Medium,4.5,4
1338,Kevin Haley,paige48@example.net,paige48,7/10/1981,Female,Joshuachester,1/17/2024,1/16/2025,Monthly,Visa,Auto-renew,Frequent,Books,Romance,Smartphone,Low,3.6,1
1339,Eric Roberts,holly03@example.org,holly03,10/23/1933,Male,West Kimberlyhaven,1/3/2024,1/2/2025,Annual,Visa,Manual,Frequent,Books,Documentary,Smartphone,Medium,3.1,10
1340,Karen Davidson,fanderson@example.com,fanderson,6/29/1984,Female,Kevinchester,3/5/2024,3/5/2025,Annual,Amex,Manual,Occasional,Electronics,Romance,Tablet,High,5,3
1341,Julia Moore,ewilson@example.com,ewilson,11/8/1941,Male,Martinezmouth,2/14/2024,2/13/2025,Annual,Visa,Auto-renew,Occasional,Clothing,Documentary,Smart TV,High,4.3,6
1342,Victor Hernandez,kathleen05@example.net,kathleen05,6/3/1982,Male,Valenzuelahaven,3/3/2024,3/3/2025,Annual,Visa,Manual,Occasional,Electronics,Horror,Smartphone,Medium,3.9,9
1343,Joseph Turner,raymond73@example.org,raymond73,2/28/1980,Male,Port Jessehaven,3/13/2024,3/13/2025,Annual,Amex,Auto-renew,Frequent,Clothing,Sci-Fi,Smart TV,Medium,4.5,8
1344,Brian Wright,katherinebrown@example.net,katherinebrown,3/4/1965,Female,Shermanland,1/5/2024,1/4/2025,Annual,Visa,Manual,Regular,Electronics,Comedy,Smart TV,High,4.7,9
1345,Robin Ellis,foxheather@example.net,foxheather,6/15/1956,Female,Maryshire,3/15/2024,3/15/2025,Annual,Mastercard,Manual,Occasional,Electronics,Romance,Smartphone,High,4.4,10
1346,John Gonzalez,shannon15@example.net,shannon15,10/18/1946,Female,Harrisonfort,4/6/2024,4/6/2025,Annual,Visa,Auto-renew,Regular,Clothing,Action,Smartphone,High,3.2,8
1347,Logan Edwards,wellsjonathan@example.net,wellsjonathan,7/23/1991,Male,Heathshire,1/19/2024,1/18/2025,Annual,Visa,Auto-renew,Regular,Electronics,Documentary,Tablet,High,3.7,2
1348,Brian Houston,ymartinez@example.com,ymartinez,9/2/1934,Male,East Kenneth,2/26/2024,2/25/2025,Annual,Visa,Auto-renew,Frequent,Clothing,Action,Smartphone,Medium,4.2,4
1349,Jennifer Vazquez,madison87@example.net,madison87,9/30/1976,Female,Amychester,2/2/2024,2/1/2025,Monthly,Visa,Auto-renew,Regular,Books,Sci-Fi,Smartphone,Low,4.6,6
1350,Jason Lynn,hannahnewman@example.org,hannahnewman,2/23/1950,Male,East Robertside,2/26/2024,2/25/2025,Monthly,Amex,Auto-renew,Regular,Books,Romance,Tablet,High,3.7,3
1351,Sarah Shields,acrawford@example.com,acrawford,8/20/2000,Male,Bridgesshire,3/3/2024,3/3/2025,Annual,Visa,Manual,Occasional,Electronics,Romance,Smart TV,High,3.4,6
1352,Mary Thompson,patriciawoods@example.org,patriciawoods,9/26/1983,Male,Castrofort,3/21/2024,3/21/2025,Monthly,Visa,Manual,Frequent,Clothing,Horror,Smartphone,High,3.2,7
1353,Lauren Hartman,eclark@example.net,eclark,12/13/1949,Male,West Kenneth,3/6/2024,3/6/2025,Annual,Visa,Manual,Frequent,Books,Action,Smartphone,Low,3.7,9
1354,Stephanie Young DVM,nicholschad@example.net,nicholschad,1/20/1992,Female,South Richardberg,3/22/2024,3/22/2025,Annual,Amex,Manual,Occasional,Clothing,Documentary,Smartphone,Medium,4,4
1355,Michele Morris,andreamartin@example.org,andreamartin,12/26/1962,Female,Douglasfort,1/16/2024,1/15/2025,Monthly,Visa,Auto-renew,Regular,Electronics,Documentary,Tablet,High,3.2,9
1356,Michael Harrell,thomaswoodward@example.com,thomaswoodward,5/14/2004,Female,Lake Mitchellshire,3/18/2024,3/18/2025,Monthly,Amex,Auto-renew,Occasional,Books,Action,Tablet,Medium,4.7,5
1357,Clayton Gordon,wallacemichael@example.net,wallacemichael,1/2/1963,Female,Andersontown,2/24/2024,2/23/2025,Annual,Visa,Auto-renew,Regular,Electronics,Sci-Fi,Tablet,Low,3.8,2
1358,Christopher Bishop,lclark@example.org,lclark,1/18/1940,Male,Danielburgh,1/11/2024,1/10/2025,Monthly,Mastercard,Manual,Frequent,Clothing,Sci-Fi,Smart TV,Low,4.3,2
1359,Michael Wood,johnstonseth@example.com,johnstonseth,6/26/1979,Female,East Robert,1/18/2024,1/17/2025,Monthly,Mastercard,Auto-renew,Occasional,Electronics,Action,Smartphone,Low,4.5,5
1360,Mikayla Davis,andersonmark@example.com,andersonmark,4/3/1944,Female,Alexashire,2/5/2024,2/4/2025,Annual,Visa,Manual,Regular,Books,Sci-Fi,Tablet,Low,4.6,2
1361,Michael Lara,haileymcguire@example.org,haileymcguire,12/15/1937,Female,New Carlshire,1/16/2024,1/15/2025,Monthly,Visa,Auto-renew,Regular,Electronics,Action,Smartphone,Low,3.4,9
1362,Debra Alexander,owenscameron@example.com,owenscameron,1/18/1959,Male,Lake Vernonmouth,4/6/2024,4/6/2025,Monthly,Mastercard,Auto-renew,Occasional,Books,Drama,Tablet,Low,3.5,4
1363,Bradley Mendoza,djohnson@example.net,djohnson,5/2/1945,Male,Lake Melissamouth,1/26/2024,1/25/2025,Monthly,Mastercard,Manual,Frequent,Electronics,Comedy,Smartphone,Low,3.7,1
1364,Cheryl Reid,michaelmorgan@example.com,michaelmorgan,7/29/1976,Female,Crystalchester,4/12/2024,4/12/2025,Annual,Amex,Auto-renew,Occasional,Books,Sci-Fi,Smart TV,Low,3.1,7
1365,Julia Hernandez,coxderek@example.com,coxderek,5/1/1947,Female,Copelandbury,3/6/2024,3/6/2025,Annual,Amex,Manual,Regular,Electronics,Romance,Smart TV,High,4,1
1366,Jessica Harris,garrett60@example.com,garrett60,12/25/1952,Female,Patrickton,4/6/2024,4/6/2025,Annual,Amex,Auto-renew,Regular,Electronics,Drama,Tablet,High,3.7,6
1367,Michael Miller,pamaustin@example.com,pamaustin,9/6/1980,Female,South Andrewfurt,2/23/2024,2/22/2025,Monthly,Visa,Auto-renew,Frequent,Books,Documentary,Smart TV,High,3.1,6
1368,Michael Nichols,tom53@example.org,tom53,4/23/1964,Male,Juarezville,2/5/2024,2/4/2025,Annual,Mastercard,Manual,Regular,Books,Horror,Smartphone,Medium,3.7,7
1369,Emily Thomas,tyronerodriguez@example.org,tyronerodriguez,10/18/1936,Female,Bradleystad,1/4/2024,1/3/2025,Monthly,Amex,Auto-renew,Frequent,Books,Documentary,Smart TV,High,4.7,8
1370,Mason Wright,jwilkinson@example.org,jwilkinson,12/12/1998,Female,North Dominique,2/19/2024,2/18/2025,Annual,Amex,Manual,Occasional,Clothing,Drama,Smart TV,Medium,3.7,0
1371,Cynthia Matthews,owensjames@example.org,owensjames,4/9/1965,Female,Lake Thomas,1/28/2024,1/27/2025,Annual,Amex,Manual,Occasional,Books,Comedy,Smartphone,High,4.7,6
1372,Pamela Peterson,davidaustin@example.net,davidaustin,6/13/1995,Male,West Nataliemouth,2/15/2024,2/14/2025,Annual,Amex,Manual,Frequent,Electronics,Romance,Smart TV,Medium,4.3,10
1373,Patricia Reed,nathan93@example.com,nathan93,6/11/1933,Female,Contrerasbury,2/6/2024,2/5/2025,Annual,Mastercard,Manual,Regular,Clothing,Action,Tablet,High,3.5,0
1374,Raymond Smith,christineyoung@example.net,christineyoung,12/6/1995,Male,Thomasside,1/6/2024,1/5/2025,Monthly,Visa,Auto-renew,Frequent,Electronics,Horror,Tablet,Low,4.8,6
1375,Cynthia Dunn,rosspatrick@example.org,rosspatrick,9/23/1987,Female,New Ronaldfurt,2/22/2024,2/21/2025,Annual,Mastercard,Auto-renew,Frequent,Books,Comedy,Smartphone,High,3.6,5
1376,Steven Hull,christine33@example.com,christine33,6/23/1944,Male,Robertsonton,2/6/2024,2/5/2025,Annual,Mastercard,Manual,Regular,Electronics,Action,Tablet,Low,4.4,7
1377,Stephanie Anderson,dwilliams@example.net,dwilliams,12/18/1992,Female,East Dennis,4/1/2024,4/1/2025,Monthly,Visa,Auto-renew,Regular,Clothing,Romance,Smartphone,Low,4.6,5
1378,Daniel Fox,fishermary@example.net,fishermary,11/23/1983,Female,South Michaelville,3/30/2024,3/30/2025,Annual,Visa,Manual,Occasional,Clothing,Drama,Tablet,Medium,5,9
1379,Tamara Carson,browntimothy@example.net,browntimothy,4/16/1965,Male,North Leahville,1/5/2024,1/4/2025,Annual,Mastercard,Manual,Regular,Books,Sci-Fi,Smart TV,Low,4.5,2
1380,Paul Barrera,masonkimberly@example.net,masonkimberly,8/31/1933,Male,Samanthaland,3/21/2024,3/21/2025,Monthly,Visa,Auto-renew,Occasional,Electronics,Action,Tablet,Low,3.2,0
1381,Michael Ayala,maxwellkeith@example.com,maxwellkeith,6/14/1941,Male,South Kelsey,4/9/2024,4/9/2025,Annual,Mastercard,Auto-renew,Regular,Clothing,Documentary,Tablet,High,4.6,7
1382,Ryan Rollins,timothy34@example.net,timothy34,9/21/1957,Female,West Luishaven,3/10/2024,3/10/2025,Annual,Visa,Manual,Frequent,Clothing,Drama,Tablet,Medium,3.1,3
1383,Jacob Chavez,kendraschwartz@example.org,kendraschwartz,7/20/1966,Female,New Ethanstad,1/5/2024,1/4/2025,Monthly,Visa,Manual,Occasional,Books,Action,Smart TV,High,3,7
1384,Melissa Smith,aliciaperez@example.org,aliciaperez,11/12/1989,Female,Port Michaelville,4/5/2024,4/5/2025,Annual,Amex,Auto-renew,Frequent,Books,Horror,Smart TV,Low,4.6,2
1385,Lisa Wilcox,darleneevans@example.org,darleneevans,7/29/1936,Female,Elliottfort,1/6/2024,1/5/2025,Annual,Amex,Manual,Regular,Electronics,Romance,Smart TV,Low,3.7,4
1386,Mark Perez,greid@example.com,greid,1/14/2005,Female,Guzmanville,1/19/2024,1/18/2025,Monthly,Visa,Auto-renew,Regular,Electronics,Horror,Smartphone,Medium,3.4,2
1387,Brian Norris,kristin34@example.org,kristin34,5/30/1972,Female,Robinsonmouth,2/11/2024,2/10/2025,Annual,Visa,Auto-renew,Frequent,Clothing,Drama,Tablet,Low,3.3,10
1388,Holly Baker,cfernandez@example.net,cfernandez,3/3/1991,Female,Lake Desiree,3/5/2024,3/5/2025,Annual,Mastercard,Manual,Occasional,Electronics,Sci-Fi,Smartphone,Medium,3.3,6
1389,Brian Miller,marcusking@example.com,marcusking,12/10/1957,Female,Johnsonside,3/5/2024,3/5/2025,Monthly,Visa,Auto-renew,Frequent,Books,Horror,Tablet,Low,3.7,0
1390,Joseph King,johnlee@example.com,johnlee,6/17/1934,Female,Isabellaside,1/15/2024,1/14/2025,Monthly,Mastercard,Manual,Frequent,Books,Comedy,Smart TV,Medium,3.5,0
1391,John Hardin,emckinney@example.com,emckinney,10/23/1941,Male,Port Steven,2/16/2024,2/15/2025,Annual,Visa,Auto-renew,Regular,Books,Documentary,Tablet,Low,3.4,3
1392,Jennifer Gordon,sotodavid@example.com,sotodavid,2/28/1942,Male,Manuelmouth,2/23/2024,2/22/2025,Monthly,Visa,Auto-renew,Regular,Electronics,Horror,Tablet,Medium,4.2,8
1393,Brandon Henderson,barry62@example.com,barry62,5/14/1942,Male,Lisaburgh,1/3/2024,1/2/2025,Monthly,Amex,Auto-renew,Regular,Clothing,Drama,Smart TV,Medium,4.4,9
1394,Robert Knight,melissasimpson@example.net,melissasimpson,10/16/1934,Male,Chadberg,3/8/2024,3/8/2025,Monthly,Mastercard,Manual,Regular,Clothing,Horror,Smart TV,Low,3.3,2
1395,Crystal Brooks,ryanrichard@example.net,ryanrichard,2/7/1994,Female,Kathleenland,1/20/2024,1/19/2025,Monthly,Amex,Manual,Frequent,Electronics,Documentary,Tablet,Medium,4,0
1396,Jessica Hopkins,yatestracey@example.net,yatestracey,11/29/1987,Female,Port Shawnshire,2/14/2024,2/13/2025,Monthly,Visa,Auto-renew,Regular,Clothing,Action,Tablet,High,4.6,6
1397,Jennifer Price,georgelane@example.net,georgelane,3/2/1945,Female,South Shane,1/10/2024,1/9/2025,Annual,Mastercard,Auto-renew,Frequent,Electronics,Action,Tablet,Low,4,6
1398,Kelly Harris,josephvaldez@example.net,josephvaldez,11/25/2005,Female,New Austin,3/23/2024,3/23/2025,Annual,Mastercard,Auto-renew,Occasional,Books,Action,Smart TV,Medium,3.6,0
1399,Wanda Stevenson,hughesjames@example.net,hughesjames,7/26/1993,Female,Laurenfurt,2/19/2024,2/18/2025,Annual,Amex,Auto-renew,Occasional,Books,Comedy,Smart TV,Medium,4.9,1
1400,Tiffany Phillips,jasonjohnson@example.com,jasonjohnson,4/10/1939,Female,Lauratown,2/23/2024,2/22/2025,Annual,Visa,Manual,Frequent,Electronics,Sci-Fi,Smartphone,High,3.3,4
1401,Claire Herrera,bobbysanchez@example.com,bobbysanchez,9/26/1958,Male,New Jenniferport,4/9/2024,4/9/2025,Annual,Mastercard,Auto-renew,Occasional,Electronics,Horror,Smart TV,High,4.1,5
1402,Thomas Harrison,parrishlisa@example.org,parrishlisa,3/29/1980,Female,Johnsonhaven,3/29/2024,3/29/2025,Annual,Visa,Auto-renew,Frequent,Books,Horror,Smart TV,High,4,5
1403,Joshua Rivas,thomas49@example.com,thomas49,2/16/1979,Male,New Jeanette,3/6/2024,3/6/2025,Annual,Mastercard,Auto-renew,Occasional,Books,Comedy,Smartphone,Medium,3.8,6
1404,Christy Smith,gardnerdonna@example.org,gardnerdonna,7/3/1995,Female,Johntown,2/2/2024,2/1/2025,Annual,Visa,Auto-renew,Frequent,Books,Drama,Smart TV,Medium,4.1,10
1405,Terry Williams,coxseth@example.org,coxseth,5/17/1938,Male,East Peter,1/19/2024,1/18/2025,Annual,Visa,Manual,Frequent,Clothing,Comedy,Tablet,Low,3.3,0
1406,Christopher Santos,erin14@example.org,erin14,7/29/1977,Female,East Christy,2/20/2024,2/19/2025,Monthly,Amex,Manual,Regular,Books,Romance,Smartphone,Low,3.5,10
1407,Kayla Dawson,stephenduke@example.com,stephenduke,5/2/1942,Female,Jaredport,1/20/2024,1/19/2025,Monthly,Mastercard,Auto-renew,Occasional,Books,Comedy,Smartphone,High,3.9,7
1408,Lisa Flores,parkerjoshua@example.org,parkerjoshua,3/3/1972,Female,Lyonsview,1/28/2024,1/27/2025,Monthly,Visa,Auto-renew,Regular,Electronics,Sci-Fi,Tablet,High,4.6,5
1409,Jamie Watts,john24@example.com,john24,12/26/1941,Male,Kellyberg,1/31/2024,1/30/2025,Annual,Visa,Manual,Occasional,Electronics,Action,Smartphone,Medium,4.2,10
1410,Justin Chapman,melissa94@example.org,melissa94,5/4/1989,Female,South Dennisberg,2/21/2024,2/20/2025,Monthly,Mastercard,Auto-renew,Occasional,Electronics,Documentary,Smart TV,High,3.7,0
1411,Ashley Graham,alicia26@example.org,alicia26,5/18/1964,Male,West Sylviahaven,1/20/2024,1/19/2025,Annual,Amex,Manual,Frequent,Electronics,Sci-Fi,Smartphone,Medium,4.8,5
1412,Allison Bates,paul30@example.org,paul30,11/30/1987,Female,South Brandonton,2/12/2024,2/11/2025,Monthly,Visa,Auto-renew,Occasional,Electronics,Comedy,Smart TV,Medium,3.1,4
1413,Stephen Johnson,brian37@example.net,brian37,8/16/2002,Male,Cowanmouth,4/12/2024,4/12/2025,Annual,Mastercard,Manual,Frequent,Electronics,Drama,Smartphone,Low,4,1
1414,Beth Gordon,brownbrian@example.org,brownbrian,1/2/1946,Female,Port Anthony,2/28/2024,2/27/2025,Monthly,Amex,Auto-renew,Frequent,Electronics,Horror,Tablet,Medium,4.1,4
1415,Gregory Martinez,walkeranne@example.com,walkeranne,12/12/1983,Female,East Joseph,4/11/2024,4/11/2025,Annual,Amex,Auto-renew,Occasional,Clothing,Action,Tablet,Low,3.2,0
1416,Kaylee Patton,hansoncourtney@example.org,hansoncourtney,2/22/1965,Female,North Michelle,4/7/2024,4/7/2025,Monthly,Mastercard,Auto-renew,Regular,Books,Comedy,Smart TV,High,4.4,4
1417,Elizabeth Carey,ryanmyers@example.com,ryanmyers,3/29/1940,Female,Manuelport,3/24/2024,3/24/2025,Annual,Amex,Auto-renew,Frequent,Clothing,Documentary,Smart TV,Medium,3.5,7
1418,Maria Flores,phamrachel@example.com,phamrachel,12/17/1952,Male,Maynardside,2/7/2024,2/6/2025,Annual,Amex,Manual,Regular,Clothing,Romance,Smartphone,Low,3.4,1
1419,Jane Whitehead,michelle35@example.com,michelle35,5/30/1943,Male,Smithstad,1/17/2024,1/16/2025,Monthly,Visa,Auto-renew,Frequent,Electronics,Romance,Smartphone,Medium,3.2,0
1420,Brian Lam,djohnson@example.org,djohnson,6/3/1992,Male,Rhodesborough,1/31/2024,1/30/2025,Monthly,Amex,Manual,Occasional,Electronics,Sci-Fi,Smartphone,Low,4.4,2
1421,Douglas Sullivan PhD,sanchezalexis@example.com,sanchezalexis,2/22/1987,Male,West Christopherburgh,1/29/2024,1/28/2025,Annual,Visa,Manual,Occasional,Books,Comedy,Smart TV,Medium,3.9,4
1422,David Perez,brandynichols@example.net,brandynichols,11/22/1938,Female,Meltonburgh,2/8/2024,2/7/2025,Monthly,Visa,Auto-renew,Regular,Clothing,Sci-Fi,Smartphone,High,4.2,3
1423,Christina Randolph,bernardwilliam@example.org,bernardwilliam,10/16/1942,Female,Tylerberg,2/11/2024,2/10/2025,Annual,Amex,Auto-renew,Frequent,Electronics,Action,Smart TV,High,4.5,4
1424,Julie Jackson,williamtaylor@example.net,williamtaylor,6/11/1940,Male,Jacquelinemouth,4/3/2024,4/3/2025,Annual,Amex,Manual,Frequent,Books,Action,Smart TV,Low,3.7,4
